ID,POS,Gloss,Gloss_persian,Checked
94427,noun,a primitive wind instrument consisting of several parallel pipes bound together,یک ساز بادی ابتدایی متشکل از چندین لوله موازی بهم چسبیده,t
94428,noun,wind instrument used by postilions of the 18th and 19th centuries,ساز بادی که توسط جیبهای قرنهای 18 و 19 استفاده می شود,t
94429,noun,redness and irritation of the skin caused by exposure to high-velocity wind,قرمزی و تحریک پوست ناشی از قرار گرفتن در معرض وزش باد با سرعت بالا,t
94430,noun,"a worker who winds (e.g., a winch or clock or other mechanism)",کارگری که می پیچد (به عنوان مثال ، یک وینچ یا ساعت یا مکانیزم دیگر),t
94431,noun,fruit that has fallen from the tree,میوه ای که از درخت افتاده است,t
94432,noun,a large sailing ship,یک کشتی بزرگ قایقرانی,t
94433,noun,a window with one or more casements,پنجره ای با یک یا چند پرونده,t
94434,noun,part of an interior wall rising above the adjacent roof with windows admitting light,بخشی از دیوار داخلی که از سقف مجاور بالا می رود و پنجره ها نور را قبول می کنند,t
94435,noun,a window of a store facing onto the street; used to display merchandise for sale in the store,پنجره یک فروشگاه رو به خیابان ؛برای نمایش کالاهای فروشی در فروشگاه استفاده می شود,t
94436,noun,a window with two panes of glass and a space between them; reduces heat and noise transmission through the window,یک پنجره با دو صفحه شیشه و یک فاصله بین آنها ؛انتقال گرما و سر و صدا از طریق پنجره را کاهش می دهد,t
94437,noun,a window with glass louvers,پنجره ای با کرکره شیشه ای,t
94438,noun,a circular or oval window; 17th or 18th century French architecture,یک پنجره دایره ای یا بیضی شکل ؛معماری فرانسه قرن 17 یا 18,t
94439,noun,a window that opens by pivoting either horizontally or vertically,پنجره ای که با چرخش افقی یا عمودی باز می شود,t
94440,noun,a window with (usually two) sashes that slide vertically to let in air,پنجره ای با (معمولاً دو) قاب که به صورت عمودی کنار میروند تا هوا وارد شود,t
94441,noun,a window that open by sliding horizontally,پنجره ای که با کشویی به صورت افقی باز می شود,t
94442,noun,a window made of stained glass,پنجره ای ساخته شده از شیشه های رنگی,t
94443,noun,a window through which tickets are sold (as from a ticket booth),پنجره ای که بلیط از طریق آن فروخته می شود (مانند غرفه بلیط),t
94444,noun,an opaque window blind that can cover or uncover a window,یک کرکره ی مات که می تواند پنجره را بپوشاند یا نمایان کند,t
94445,noun,very thin translucent flounder of the Atlantic coast of North America,دست و پاگیر بسیار نازک و شفاف سواحل آتلانتیک آمریکای شمالی,t
94446,noun,a genus of Bothidae,یک تیره از کفشک‌ماهیان چپ‌روی,t
94447,noun,straight chair having a shaped seat and a back of many spindles,صندلی مستقیم دارای یک صندلی شکل و پشت بسیاری از دوک ها,t
94448,noun,the side toward the wind,طرف به سمت باد,t
94449,noun,wine and hot water with sugar and lemon juice and nutmeg,شراب و آب گرم همراه با شکر و آبلیمو و جوز هندی,t
94450,noun,used in a communion service,در یک سرویس ارتباطی استفاده می شود,t
94451,noun,any of various wines produced in California,شرابهای مختلفی که در کالیفرنیا تولید می شوند,t
94452,noun,a wine from southeastern France on the Mediterranean coast,شرابی از جنوب شرقی فرانسه در سواحل مدیترانه,t
94453,noun,(trademark) a sweet aromatic French wine (red or white) used chiefly as an apertif,(علامت تجاری) یک شراب فرانسوی معطر و شیرین (قرمز یا سفید) که بیشتر به عنوان آپریتیف استفاده می شود,t
94454,noun,inexpensive wine sold in large bottles or jugs,شراب ارزان قیمت که در بطری ها یا کوزه های بزرگ فروخته می شود,t
94455,noun,fine Burgundy wine usually white and dry,شراب بورگوندی خوب معمولاً سفید و خشک است,t
94456,noun,Greek wine flavored with resin,شراب یونانی با رزین طعم دار,t
94457,noun,any of various wines from the Rhone River valley in France,هر یک از شراب های مختلف از دره رود رون در فرانسه,t
94458,noun,wine containing not more than 14 percent alcohol usually served with a meal,شراب حاوی بیش از 14 درصد الکل که معمولاً همراه با یک وعده غذایی سرو می شود,t
94459,noun,a red as dark as red wine,قرمزی به تیرگی شراب قرمز,t
94460,noun,tall fan palm of Africa and India and Malaysia yielding a hard wood and sweet sap that is a source of palm wine and sugar; leaves used for thatching and weaving,نخل بلند فن دار آفریقا و هند و مالزی دارای یک چوب سخت و شیره شیرین است که منبع شراب خرما و شکر است.برگهایی که برای کاهگل و بافندگی استفاده می شود,t
94461,noun,palmyra,پالمیرا,t
94462,noun,a hockey player stationed in a forward position on either side,بازیکن هاکی مستقر در موقعیت جلو و در هر دو طرف,t
94463,noun,easy chair having wings on each side of a high back,صندلی راحتی با دسته هایی در دو طرف و پشتی بلند,t
94464,noun,a comfortable upholstered armchair,یک صندلی راحتی مبلی,t
94465,noun,any tree of the genus Pterocarya; fruit is a small winged nutlet; Caucasus to southeastern Asia,هر درخت از جنس لرگ ؛میوه یک مغز کوچک بالدار است؛ قفقاز تا جنوب شرقی آسیا,t
94466,noun,Asiatic nut trees: wing nuts,درختان آجیل آسیایی: آجیل بال,t
94467,noun,medium-sized Caucasian much-branched tree distinguished from other walnut trees by its winged fruit,درخت پر شاخه قفقازی با اندازه متوسط که با میوه بالدارش از دیگر درختان گردو متمایز می شود,t
94468,noun,shooting game birds that are flying (on the wing),تیراندازی با پرندگان بازی که در حال پرواز هستند (روی بال),t
94469,noun,a decorative toecap having a point extending toward the throat of the shoe,یک پنجه تزئینی کفش با نوکی که تا ته کفش امتداد دارد,t
94470,adjective,resembling a wing in shape or position,از نظر شکل یا موقعیت شبیه بال است,t
94471,noun,closing one eye quickly as a signal,بستن سریع یک چشم به عنوان سیگنال,t
94472,noun,the winner of a lottery,برنده یک قرعه کشی,t
94473,noun,any of various plants bearing squash having hard rinds and elongated recurved necks,هر یک از گیاهان مختلفی که کدو حلوایی دارند و دارای پوسته های سخت و گردن های کشیده و کشیده هستند,t
